Date,Time,Temp,SpCond,pH,pHmV,Chloride,AmmoniumN,NitrateN,Turbidity.,DO
9/18/2015,12:10:49,14.76,0.754,7.18,-36.4,51.22,3.35,0,3.7,92.65
9/18/2015,12:15:50,14.64,0.75,7.14,-34.1,49.62,6.29,0,-0.2,93.73
9/18/2015,12:20:51,14.57,0.75,7.14,-33.9,49.75,7.84,0,-0.1,93.95
9/18/2015,12:25:51,14.51,0.749,7.13,-33.9,50.32,7.67,0,-0.2,93.23
9/18/2015,12:30:51,14.5,0.749,7.13,-33.6,50.74,7.13,0,0,92.74
9/18/2015,12:35:51,14.63,0.749,7.13,-33.5,50.84,6.49,0,0,93.71
9/18/2015,12:40:51,14.69,0.749,7.13,-33.6,50.66,5.78,0,-0.2,94.56
9/18/2015,12:45:51,14.66,0.749,7.12,-33.3,50.23,5.32,0,-0.2,94.16
9/18/2015,12:50:52,14.65,0.749,7.12,-33.3,50.49,4.89,0,-0.2,93.58
9/18/2015,12:55:51,14.69,0.749,7.12,-33.1,50.04,4.6,0,-0.2,93.8
9/18/2015,13:00:52,14.7,0.749,7.12,-33.3,50.39,4.35,0,-0.2,94.19
9/18/2015,13:05:52,14.72,0.749,7.12,-33.2,50.24,4.13,0,-0.1,94.33
9/18/2015,13:10:52,14.6,0.75,7.12,-33,50.1,4.03,0,0,93.62
9/18/2015,13:15:52,14.59,0.75,7.12,-33,50.17,3.84,0,-0.2,93.42
9/18/2015,13:20:51,14.64,0.75,7.12,-33.1,50.43,3.73,0,-0.2,93.91
9/18/2015,13:25:52,14.66,0.75,7.12,-33.1,50.42,3.58,0,-0.2,94.07
9/18/2015,13:30:52,14.61,0.75,7.12,-32.9,50.25,3.5,0,-0.2,92.87
9/18/2015,13:35:51,14.63,0.75,7.12,-32.8,50.14,3.43,0,-0.2,92.78
9/18/2015,13:40:52,14.7,0.75,7.12,-33,50.02,3.34,0,-0.2,94.04
9/18/2015,13:45:52,14.74,0.75,7.12,-33.1,50.38,3.28,0,-0.2,94.14
9/18/2015,13:50:52,14.76,0.75,7.12,-33,50.11,3.21,0,-0.2,93.89
9/18/2015,13:55:51,14.68,0.75,7.12,-33,50.45,3.2,0,-0.1,93.74
9/18/2015,14:00:52,14.62,0.75,7.12,-33.1,50.82,3.18,0,-0.2,93.13
9/18/2015,14:05:52,14.54,0.75,7.11,-32.8,50.46,3.15,0,-0.2,92.75
9/18/2015,14:10:52,14.51,0.75,7.11,-32.7,50.51,3.14,0,-0.2,92.55
9/18/2015,14:15:52,14.49,0.75,7.12,-32.9,50.97,3.09,0,-0.2,92.5
9/18/2015,14:20:52,14.52,0.75,7.12,-32.8,50.81,3.07,0,-0.1,92.7
9/18/2015,14:25:52,14.49,0.75,7.11,-32.7,50.62,3.09,0,-0.2,92.49
9/18/2015,14:30:52,14.46,0.75,7.11,-32.8,51,3.04,0,-0.1,91.66
9/18/2015,14:35:52,14.42,0.75,7.11,-32.7,50.75,3.05,0,-0.2,91.16
9/18/2015,14:40:52,14.39,0.75,7.12,-32.8,51.41,3.06,0,-0.3,91.25
9/18/2015,14:45:52,14.4,0.75,7.11,-32.6,51.1,3.07,0,-0.2,91.8
9/18/2015,14:50:52,14.41,0.75,7.11,-32.7,51.06,3.06,0,-0.2,91.73
9/18/2015,14:55:52,14.43,0.75,7.11,-32.5,50.85,3.08,0,-0.2,91.14
9/18/2015,15:00:52,14.41,0.75,7.11,-32.5,50.75,3.11,0,-0.2,90.61
9/18/2015,15:05:52,14.38,0.75,7.11,-32.5,50.7,3.09,0,-0.1,90.24
9/18/2015,15:10:52,14.34,0.75,7.11,-32.4,50.68,3.07,0,-0.2,89.9
9/18/2015,15:15:52,14.3,0.75,7.11,-32.4,51.1,3.07,0,-0.2,89.64
9/18/2015,15:20:52,14.29,0.75,7.11,-32.3,50.74,3.11,0,-0.2,89.25
9/18/2015,15:25:52,14.29,0.75,7.11,-32.3,50.65,3.13,0,0,89
9/18/2015,15:30:52,14.29,0.75,7.1,-32.2,50.7,3.12,0,-0.2,88.39
9/18/2015,15:35:52,14.27,0.75,7.11,-32.3,51.12,3.15,0,-0.2,88.2
9/18/2015,15:40:52,14.28,0.75,7.1,-32.2,50.79,3.16,0,-0.2,88.73
9/18/2015,15:45:52,14.25,0.75,7.11,-32.2,51.44,3.15,0,0.1,88.62
9/18/2015,15:50:53,14.25,0.75,7.1,-32.2,51.34,3.14,0,-0.1,88.22
9/18/2015,15:55:52,14.25,0.75,7.1,-32.1,51.28,3.18,0,0,87.93
9/18/2015,16:00:52,14.25,0.75,7.11,-32.3,51.24,3.18,0,1.7,87.95
9/18/2015,16:05:53,14.25,0.75,7.11,-32.3,50.76,3.16,0,-0.2,88.05
9/18/2015,16:10:53,14.24,0.75,7.1,-32.1,50.3,3.18,0,146.6,88
9/18/2015,16:15:53,14.24,0.75,7.1,-32.1,50.58,3.23,0,-0.2,88.07
9/18/2015,16:20:53,14.25,0.75,7.1,-32.2,50.98,3.19,0,0,88.02
9/18/2015,16:25:53,14.25,0.75,7.11,-32.4,52.04,3.19,0,-0.2,87.79
9/18/2015,16:30:52,14.25,0.75,7.1,-32.1,50.88,3.24,0,1.4,87.47
9/18/2015,16:35:52,14.23,0.75,7.1,-32,50.81,3.2,0,-0.1,87.2
9/18/2015,16:40:53,14.2,0.75,7.1,-31.9,51.05,3.3,0,-0.2,86.81
9/18/2015,16:45:53,14.19,0.75,7.1,-32,51.49,3.23,0,-0.2,86.35
9/18/2015,16:50:53,14.18,0.75,7.1,-31.9,51.05,3.27,0,-0.2,85.71
9/18/2015,16:55:53,14.16,0.75,7.1,-31.7,50.88,3.31,0,-0.2,85.17
9/18/2015,17:00:53,14.15,0.75,7.1,-31.7,50.69,3.26,0,-0.2,84.46
9/18/2015,17:05:52,14.14,0.75,7.1,-31.7,51.22,3.27,0,-0.2,83.68
9/18/2015,17:10:52,14.13,0.75,7.1,-31.8,51.02,3.3,0,-0.2,83.51
9/18/2015,17:15:52,14.13,0.75,7.09,-31.7,50.7,3.35,0,15.8,83.65
9/18/2015,17:20:53,14.13,0.75,7.1,-31.8,51.57,3.29,0,0,83.86
9/18/2015,17:25:53,14.14,0.75,7.1,-31.7,51.24,3.35,0,-0.2,84.13
9/18/2015,17:30:53,14.14,0.75,7.1,-31.8,51.37,3.33,0,0,84.16
9/18/2015,17:35:53,14.15,0.75,7.1,-31.9,51.48,3.36,0,0,84.18
9/18/2015,17:40:53,14.14,0.75,7.1,-31.7,51.23,3.4,0,-0.2,84.17
9/18/2015,17:45:53,14.13,0.75,7.09,-31.6,51.08,3.35,0,-0.2,83.86
9/18/2015,17:50:53,14.13,0.75,7.09,-31.6,51.04,3.37,0,-0.1,83.54
9/18/2015,17:55:53,14.13,0.75,7.09,-31.6,51.41,3.4,0,-0.1,83.23
9/18/2015,18:00:53,14.14,0.75,7.09,-31.6,51.2,3.36,0,-0.1,82.95
9/18/2015,18:05:53,14.15,0.75,7.09,-31.6,51.36,3.39,0,-0.1,82.78
9/18/2015,18:10:53,14.16,0.75,7.09,-31.6,51.39,3.42,0,-0.2,82.67
9/18/2015,18:15:53,14.14,0.75,7.1,-31.8,51.53,3.4,0,-0.2,82.71
9/18/2015,18:20:53,14.13,0.75,7.1,-31.7,52.22,3.42,0,-0.3,82.59
9/18/2015,18:25:53,14.12,0.75,7.09,-31.6,50.63,3.46,0,-0.2,82.29
9/18/2015,18:30:53,14.12,0.75,7.09,-31.7,51.74,3.45,0,0,82.12
9/18/2015,18:35:53,14.12,0.751,7.09,-31.5,51.27,3.46,0,-0.2,81.96
9/18/2015,18:40:53,14.11,0.75,7.09,-31.4,51.27,3.48,0,0.1,81.93
9/18/2015,18:45:52,14.1,0.751,7.09,-31.4,51.49,3.49,0,0,81.84
9/18/2015,18:50:52,14.1,0.75,7.09,-31.6,51.84,3.47,0,0,81.63
9/18/2015,18:55:53,14.12,0.751,7.09,-31.4,51.32,3.46,0,-0.2,81.43
9/18/2015,19:00:53,14.13,0.751,7.09,-31.6,51.75,3.46,0,-0.3,81.27
9/18/2015,19:05:53,14.13,0.751,7.09,-31.6,51.63,3.47,0,-0.1,81.16
9/18/2015,19:10:53,14.12,0.751,7.09,-31.6,51.29,3.48,0,-0.1,81.01
9/18/2015,19:15:53,14.11,0.75,7.09,-31.5,50.84,3.51,0,-0.1,80.84
9/18/2015,19:20:53,14.11,0.751,7.09,-31.5,51.39,3.47,0,0,80.81
9/18/2015,19:25:53,14.12,0.751,7.09,-31.5,51.13,3.52,0,-0.1,80.78
9/18/2015,19:30:53,14.13,0.751,7.09,-31.7,51.55,3.54,0,0,80.74
9/18/2015,19:35:53,14.13,0.751,7.09,-31.5,51.38,3.54,0,0.1,80.72
9/18/2015,19:40:53,14.12,0.751,7.09,-31.6,51.46,3.55,0,0.1,80.64
9/18/2015,19:45:53,14.14,0.751,7.09,-31.5,51.22,3.51,0,0.1,80.69
9/18/2015,19:50:53,14.15,0.751,7.09,-31.5,51.48,3.57,0,0.1,80.64
9/18/2015,19:55:53,14.15,0.751,7.09,-31.5,51.29,3.56,0,0,80.62
9/18/2015,20:00:53,14.19,0.751,7.09,-31.5,51.29,3.58,0,0.1,80.64
9/18/2015,20:05:53,14.17,0.751,7.09,-31.5,51.5,3.57,0,0,80.64
9/18/2015,20:10:53,14.16,0.751,7.09,-31.5,51.51,3.58,0,-0.1,80.59
9/18/2015,20:15:53,14.16,0.751,7.09,-31.5,51.28,3.56,0,0.2,80.56
9/18/2015,20:20:52,14.19,0.751,7.09,-31.6,51.97,3.58,0,0.1,80.67
9/18/2015,20:25:52,14.18,0.751,7.09,-31.7,52.04,3.64,0,0,80.63
9/18/2015,20:30:52,14.17,0.751,7.09,-31.6,51.83,3.56,0,0,80.58
9/18/2015,20:35:53,14.16,0.751,7.09,-31.4,51.26,3.54,0,0.1,80.45
9/18/2015,20:40:53,14.13,0.751,7.09,-31.6,51.82,3.56,0,0.5,80.48
9/18/2015,20:45:53,14.15,0.751,7.09,-31.6,51.61,3.57,0,-0.2,80.6
9/18/2015,20:50:53,14.16,0.751,7.09,-31.4,50.76,3.61,0,0,80.48
9/18/2015,20:55:53,14.14,0.751,7.09,-31.5,51.2,3.62,0,0,80.53
9/18/2015,21:00:53,14.16,0.751,7.09,-31.4,50.79,3.63,0,-0.1,80.56
9/18/2015,21:05:53,14.14,0.751,7.09,-31.4,50.9,3.61,0,-0.1,80.49
9/18/2015,21:10:53,14.13,0.751,7.09,-31.4,50.85,3.59,0,-0.2,80.48
9/18/2015,21:15:53,14.14,0.751,7.09,-31.4,50.86,3.6,0,-0.1,80.55
9/18/2015,21:20:53,14.12,0.751,7.09,-31.5,51.11,3.58,0,-0.1,80.47
9/18/2015,21:25:53,14.13,0.751,7.09,-31.4,50.74,3.61,0,-0.1,80.49
9/18/2015,21:30:53,14.13,0.751,7.09,-31.4,50.6,3.63,0,0,80.51
9/18/2015,21:35:52,14.13,0.751,7.09,-31.5,51.01,3.6,0,-0.1,80.42
9/18/2015,21:40:52,14.12,0.751,7.09,-31.3,50.76,3.6,0,0,80.43
9/18/2015,21:45:53,14.14,0.751,7.09,-31.4,50.87,3.62,0,-0.2,80.4
9/18/2015,21:50:53,14.13,0.751,7.09,-31.4,50.9,3.6,0,-0.1,80.3
9/18/2015,21:55:52,14.14,0.751,7.09,-31.4,51.12,3.66,0,-0.1,80.35
9/18/2015,22:00:53,14.13,0.751,7.09,-31.5,51.5,3.6,0,0,80.37
9/18/2015,22:05:52,14.13,0.751,7.09,-31.6,51.44,3.64,0,-0.1,80.37
9/18/2015,22:10:53,14.14,0.751,7.09,-31.4,51.08,3.65,0,0,80.51
9/18/2015,22:15:53,14.12,0.751,7.09,-31.4,50.98,3.6,0,0,80.43
9/18/2015,22:20:53,14.13,0.751,7.09,-31.6,51.56,3.66,0,0,80.47
9/18/2015,22:25:53,14.13,0.751,7.09,-31.4,50.98,3.61,0,0.3,80.48
9/18/2015,22:30:53,14.12,0.751,7.09,-31.4,51.29,3.63,0,0,80.44
9/18/2015,22:35:53,14.12,0.751,7.09,-31.5,51.34,3.61,0,0.1,80.43
9/18/2015,22:40:53,14.1,0.751,7.09,-31.4,51.12,3.61,0,-0.2,80.54
9/18/2015,22:45:53,14.1,0.751,7.09,-31.4,50.96,3.66,0,-0.2,80.48
9/18/2015,22:50:52,14.11,0.751,7.09,-31.6,51.49,3.65,0,0,80.53
9/18/2015,22:55:52,14.1,0.751,7.09,-31.5,51.33,3.64,0,-0.2,80.43
9/18/2015,23:00:52,14.1,0.751,7.09,-31.6,51.8,3.65,0,0,80.54
9/18/2015,23:05:53,14.1,0.751,7.09,-31.4,51.36,3.63,0,-0.1,80.51
9/18/2015,23:10:53,14.1,0.751,7.09,-31.4,51.46,3.57,0,-0.1,80.49
9/18/2015,23:15:52,14.11,0.751,7.09,-31.4,51.37,3.64,0,0,80.51
9/18/2015,23:20:53,14.12,0.751,7.09,-31.5,51.43,3.64,0,-0.2,80.51
9/18/2015,23:25:53,14.11,0.751,7.09,-31.6,51.77,3.59,0,-0.2,80.58
9/18/2015,23:30:53,14.1,0.752,7.09,-31.6,51.8,3.66,0,-0.2,80.42
9/18/2015,23:35:53,14.1,0.751,7.09,-31.6,51.58,3.66,0,-0.1,80.52
9/18/2015,23:40:53,14.13,0.751,7.09,-31.5,51.28,3.63,0,-0.2,80.55
9/18/2015,23:45:53,14.12,0.752,7.09,-31.4,51.24,3.63,0,-0.2,80.44
9/18/2015,23:50:53,14.12,0.751,7.09,-31.6,51.54,3.66,0,-0.1,80.47
9/18/2015,23:55:53,14.11,0.751,7.09,-31.4,51.24,3.66,0,0,80.52
9/19/2015,0:00:53,14.1,0.752,7.09,-31.3,51.2,3.63,0,-0.2,80.48
9/19/2015,0:05:53,14.09,0.752,7.09,-31.3,51.32,3.57,0,-0.1,80.48
9/19/2015,0:10:53,14.09,0.752,7.09,-31.3,51.2,3.59,0,-0.2,80.53
9/19/2015,0:15:53,14.09,0.752,7.09,-31.4,51.33,3.63,0,-0.1,80.52
9/19/2015,0:20:53,14.1,0.752,7.09,-31.4,51.66,3.62,0,-0.2,80.56
9/19/2015,0:25:53,14.09,0.752,7.09,-31.4,51.74,3.63,0,-0.1,80.55
9/19/2015,0:30:53,14.08,0.752,7.09,-31.4,51.86,3.6,0,-0.2,80.47
9/19/2015,0:35:53,14.08,0.751,7.09,-31.3,51.52,3.63,0,0,80.48
9/19/2015,0:40:53,14.1,0.752,7.09,-31.4,51.44,3.7,0,-0.2,80.49
9/19/2015,0:45:53,14.1,0.752,7.09,-31.4,51.57,3.61,0,0,80.53
9/19/2015,0:50:53,14.11,0.752,7.09,-31.4,51.62,3.63,0,1.5,80.48
9/19/2015,0:55:53,14.1,0.752,7.09,-31.5,51.88,3.6,0,0.1,80.43
9/19/2015,1:00:53,14.11,0.752,7.09,-31.4,51.41,3.64,0,0.2,80.46
9/19/2015,1:05:53,14.11,0.752,7.09,-31.6,51.79,3.63,0,0,80.58
9/19/2015,1:10:53,14.1,0.752,7.09,-31.5,52.06,3.61,0,0.1,80.61
9/19/2015,1:15:53,14.1,0.752,7.09,-31.4,52.32,3.59,0,0,80.53
9/19/2015,1:20:53,14.11,0.751,7.09,-31.6,52.39,3.57,0,0.1,80.58
9/19/2015,1:25:53,14.11,0.752,7.09,-31.4,52.12,3.63,0,0,80.54
9/19/2015,1:30:53,14.11,0.752,7.09,-31.6,52.3,3.65,0,-0.1,80.58
9/19/2015,1:35:53,14.1,0.752,7.09,-31.3,51.91,3.65,0,0,80.58
9/19/2015,1:40:53,14.1,0.751,7.09,-31.3,51.85,3.64,0,1,80.53
9/19/2015,1:45:53,14.1,0.751,7.09,-31.5,52.43,3.6,0,0.6,80.44
9/19/2015,1:50:53,14.11,0.752,7.09,-31.4,51.99,3.64,0,0.7,80.49
9/19/2015,1:55:53,14.11,0.752,7.09,-31.4,51.79,3.63,0,0.6,80.49
9/19/2015,2:00:53,14.12,0.751,7.09,-31.6,52.46,3.66,0,0.1,80.49
9/19/2015,2:05:53,14.12,0.751,7.09,-31.4,52.01,3.67,0,0.1,80.52
9/19/2015,2:10:53,14.12,0.751,7.09,-31.4,51.95,3.64,0,0,80.53
9/19/2015,2:15:53,14.12,0.751,7.09,-31.3,51.59,3.68,0,0.3,80.58
9/19/2015,2:20:53,14.15,0.749,7.09,-31.2,51.51,3.65,0,0.4,80.36
9/19/2015,2:25:53,14.18,0.748,7.09,-31.1,51.9,3.63,0,0.5,80.25
9/19/2015,2:30:53,14.19,0.747,7.08,-30.9,51.77,3.63,0,0.5,80.01
9/19/2015,2:35:53,14.17,0.749,7.08,-30.8,51.21,3.65,0,0.1,79.93
9/19/2015,2:40:53,14.16,0.75,7.08,-31,51.99,3.62,0,0.1,80.2
9/19/2015,2:45:53,14.16,0.751,7.08,-31.1,52.02,3.65,0,0.1,80.23
9/19/2015,2:50:53,14.16,0.751,7.09,-31.2,51.94,3.6,0,0.1,80.28
9/19/2015,2:55:53,14.17,0.751,7.09,-31.3,52.07,3.64,0,0.1,80.4
9/19/2015,3:00:53,14.17,0.751,7.09,-31.3,51.5,3.65,0,0,80.38
9/19/2015,3:05:53,14.15,0.751,7.09,-31.4,51.56,3.65,0,-0.1,80.37
9/19/2015,3:10:53,14.14,0.751,7.09,-31.4,51.65,3.61,0,0.2,80.37
9/19/2015,3:15:53,14.12,0.751,7.09,-31.6,51.85,3.59,0,0.1,80.45
9/19/2015,3:20:53,14.11,0.751,7.09,-31.6,52.17,3.6,0,0,80.43
9/19/2015,3:25:53,14.09,0.751,7.09,-31.6,52.1,3.65,0,-0.2,80.43
9/19/2015,3:30:53,14.09,0.751,7.09,-31.6,52.29,3.63,0,0,80.57
9/19/2015,3:35:53,14.09,0.751,7.09,-31.6,52.08,3.71,0,0.1,80.57
9/19/2015,3:40:53,14.09,0.751,7.09,-31.6,52.08,3.66,0,0,80.56
9/19/2015,3:45:53,14.09,0.751,7.09,-31.6,52.32,3.66,0,0,80.57
9/19/2015,3:50:53,14.09,0.751,7.09,-31.7,52.46,3.7,0,0,80.51
9/19/2015,3:55:53,14.09,0.751,7.1,-31.7,52.39,3.66,0,0,80.55
9/19/2015,4:00:53,14.09,0.751,7.1,-31.7,52.34,3.63,0,0,80.6
9/19/2015,4:05:53,14.09,0.751,7.1,-31.7,52.28,3.65,0,0.1,80.52
9/19/2015,4:10:53,14.07,0.751,7.1,-31.8,53.08,3.62,0,0,80.68
9/19/2015,4:15:53,14.06,0.751,7.1,-31.7,52.95,3.66,0,0,80.64
9/19/2015,4:20:53,14.06,0.751,7.09,-31.7,52.79,3.65,0,0,80.64
9/19/2015,4:25:53,14.06,0.751,7.09,-31.6,52.81,3.62,0,0,80.71
9/19/2015,4:30:53,14.06,0.751,7.09,-31.6,52.98,3.63,0,0.1,80.5
9/19/2015,4:35:53,14.05,0.751,7.1,-31.7,53.34,3.65,0,0,80.69
9/19/2015,4:40:53,14.06,0.751,7.09,-31.6,52.96,3.63,0,0,80.66
9/19/2015,4:45:53,14.05,0.751,7.09,-31.6,52.86,3.64,0,0.1,80.69
9/19/2015,4:50:53,14.05,0.751,7.09,-31.6,52.52,3.65,0,0,80.67
9/19/2015,4:55:53,14.06,0.751,7.1,-31.7,52.93,3.62,0,-0.1,80.58
9/19/2015,5:00:53,14.05,0.751,7.09,-31.6,52.59,3.63,0,0,80.55
9/19/2015,5:05:53,14.05,0.751,7.09,-31.6,52.51,3.71,0,0,80.6
9/19/2015,5:10:53,14.05,0.751,7.09,-31.6,52.4,3.67,0,0,80.64
9/19/2015,5:15:53,14.05,0.751,7.09,-31.6,52.34,3.62,0,0.1,80.69
9/19/2015,5:20:53,14.05,0.751,7.1,-31.7,53.18,3.67,0,0,80.63
9/19/2015,5:25:53,14.04,0.751,7.09,-31.6,52.83,3.68,0,0,80.62
9/19/2015,5:30:53,14.04,0.751,7.09,-31.6,52.81,3.68,0,0,80.65
9/19/2015,5:35:53,14.03,0.751,7.1,-31.7,53.29,3.67,0,0.1,80.7
9/19/2015,5:40:53,14.04,0.751,7.09,-31.6,52.66,3.67,0,0.1,80.73
9/19/2015,5:45:53,14.04,0.751,7.09,-31.6,52.81,3.63,0,0.3,80.77
9/19/2015,5:50:53,14.04,0.751,7.1,-31.8,53.33,3.66,0,0,80.77
9/19/2015,5:55:53,14.03,0.751,7.1,-31.7,52.94,3.67,0,0,80.75
9/19/2015,6:00:53,14.02,0.751,7.1,-31.7,53.02,3.61,0,0,80.81
9/19/2015,6:05:53,14.02,0.751,7.1,-31.7,53.01,3.67,0,0.1,80.79
9/19/2015,6:10:53,14.01,0.751,7.1,-31.9,53,3.61,0,0.1,80.84
9/19/2015,6:15:53,14.01,0.751,7.1,-31.7,52.84,3.66,0,0.3,80.86
9/19/2015,6:20:53,14,0.751,7.09,-31.7,52.78,3.63,0,0,80.82
9/19/2015,6:25:53,14,0.751,7.1,-31.9,53.25,3.68,0,0,80.82
9/19/2015,6:30:53,13.99,0.751,7.09,-31.6,52.85,3.67,0,0.1,80.97
9/19/2015,6:35:53,13.99,0.751,7.09,-31.6,52.82,3.72,0,0,80.95
9/19/2015,6:40:53,13.99,0.751,7.09,-31.6,52.88,3.64,0,0,80.98
9/19/2015,6:45:53,13.99,0.75,7.09,-31.6,52.82,3.69,0,-0.1,81
9/19/2015,6:50:53,14,0.751,7.09,-31.5,53.04,3.67,0,0,81.03
9/19/2015,6:55:53,14,0.75,7.1,-31.7,53.35,3.64,0,-0.1,81.05
9/19/2015,7:00:53,14,0.751,7.09,-31.6,52.97,3.66,0,-0.1,81.19
9/19/2015,7:05:53,14,0.75,7.09,-31.6,52.72,3.69,0,-0.2,81.37
9/19/2015,7:10:53,14,0.75,7.1,-31.8,53.11,3.65,0,-0.2,81.42
9/19/2015,7:15:53,14,0.75,7.1,-31.8,52.96,3.66,0,0.4,81.55
9/19/2015,7:20:53,14,0.75,7.1,-31.7,52.58,3.74,0,-0.2,81.57
9/19/2015,7:25:53,14,0.75,7.1,-31.9,52.98,3.68,0,-0.2,81.65
9/19/2015,7:30:54,13.99,0.75,7.1,-32,53.42,3.63,0,-0.2,81.73
9/19/2015,7:35:53,13.99,0.75,7.1,-31.8,53,3.61,0,0.2,81.83
9/19/2015,7:40:53,13.99,0.75,7.1,-31.8,52.74,3.65,0,0.1,81.84
9/19/2015,7:45:53,13.99,0.75,7.1,-31.9,52.88,3.67,0,-0.3,81.99
9/19/2015,7:50:53,13.99,0.75,7.1,-31.8,52.58,3.68,0,0,81.97
9/19/2015,7:55:53,13.99,0.75,7.1,-31.9,52.81,3.68,0,-0.3,82.05
9/19/2015,8:00:53,13.99,0.75,7.1,-31.9,52.78,3.67,0,-0.2,82.11
9/19/2015,8:05:53,13.99,0.75,7.1,-31.9,52.87,3.62,0,-0.3,82.19
9/19/2015,8:10:53,13.99,0.75,7.1,-31.9,53.06,3.63,0,0,82.31
9/19/2015,8:15:53,13.99,0.75,7.1,-32,53.1,3.67,0,-0.4,82.4
9/19/2015,8:20:53,14,0.75,7.1,-31.9,52.96,3.63,0,-0.3,82.41
9/19/2015,8:25:53,14,0.75,7.1,-32,52.8,3.64,0,-0.4,82.54
9/19/2015,8:30:53,14.01,0.75,7.1,-32,52.86,3.63,0,-0.3,82.59
9/19/2015,8:35:53,14.01,0.75,7.1,-32,52.97,3.66,0,-0.2,82.67
9/19/2015,8:40:53,14.01,0.75,7.1,-31.9,52.85,3.63,0,-0.2,82.72
9/19/2015,8:45:53,14.02,0.75,7.1,-32,52.72,3.66,0,0.7,83.14
9/19/2015,8:50:53,14.03,0.75,7.1,-32,52.71,3.68,0,0,83.42
9/19/2015,8:55:53,14.03,0.745,7.1,-32,52.45,3.67,0,-0.2,83.55
9/19/2015,9:00:53,14.04,0.75,7.1,-32.2,52.47,3.63,0,-0.1,83.87
9/19/2015,9:05:53,14.04,0.75,7.1,-32,53,3.64,0,0.3,83.75
9/19/2015,9:10:53,14.03,0.75,7.1,-32,51.8,3.65,0,-0.2,83.37
9/19/2015,9:15:53,14.03,0.75,7.1,-32.1,52.6,3.64,0,0,83.56
9/19/2015,9:20:53,14.04,0.75,7.1,-32.1,52.63,3.65,0,-0.2,83.79
9/19/2015,9:25:53,14.05,0.75,7.11,-32.3,52.98,3.59,0,-0.2,84.27
9/19/2015,9:30:53,14.06,0.75,7.11,-32.2,52.65,3.6,0,-0.2,84.81
